fancyname;category;company;purchases;ads;usersinteract;age_rating;Downloads;price;rating;numberreviews;five;four;three;two;one
Life Simulator 2;simulation;protopia games;1;1;0;12;100000;0;3.5;161;100;49;37;26;47
Cars Logos Quiz HD;trivia;0km apps;0;1;0;0;1000000;0;4.5;45448;100;19;8;2;6
Tank Heroes - Tank Games,Tank Battle Now;arcade;up studio;1;1;0;0;5000000;0;4.3;44745;100;21;9;4;10
X-Wing Flight;arcade;blue wave;0;1;0;0;1000000;0;4.4;28208;100;24;9;3;10
PS Vita Pets: Puppy Parlour;casual;playstation mobile inc.;0;0;0;0;5000000;0;4.6;204253;100;12;5;1;6
Tropical Forest: Match 3 Story;puzzle;d.g. cedartree project ltd;1;1;0;0;1000000;0;4.5;58864;100;22;5;2;5
Bigfoot Monster Hunter Online;simulation;onetongames;0;1;1;12;1000000;0;3.3;15045;100;28;30;21;69
Rev Heads Rally;racing;spunge games pty ltd;1;1;1;0;1000000;0;3.7;2631;100;23;17;14;35
Solitaire;card;smoote  mobile;1;1;0;0;1000000;0;4.5;24779;100;27;11;1;2
Boomerang Make and Race - Scooby-Doo Racing Game;racing;cartoon network emea;0;1;0;0;50000000;0;4.3;325766;100;11;7;4;14
Utopia: Origin - Play in Your Way;adventure;hk hero entertainment co.,limited;1;0;1;12;1000000;0;3.8;5552;100;22;15;8;31
Little Panda's Pet Salon;educational;babybus;1;1;0;0;10000000;0;4.0;14142;100;16;13;7;22
Park It!;arcade;boomhits;1;1;0;0;1000000;0;3.8;9275;100;25;24;15;28
Family Guy The Quest for Stuff;adventure;jam city, inc.;1;1;0;16;10000000;0;3.9;1000663;100;21;13;7;26
Evil Step Mother Nextdoor Strange House Game;arcade;ecstasy games;0;1;0;12;10000;0;2.7;137;69;13;9;13;100
Kiki & Fifi Pet Beauty Salon - Haircut & Makeup;role playing;tutotoons;1;1;0;0;5000000;0;4.0;15026;100;12;9;6;25
House of Terror VR 360 Cardboard horror game;adventure;lakento;1;1;0;12;1000000;0;3.6;24313;100;15;14;6;46
Memory Game - Fruits;board;memory game;1;1;0;0;50000;0;4.3;86;100;13;20;1;12
Calculator 2: The Game;puzzle;simple machine;1;1;0;0;500000;0;3.8;2327;100;54;29;16;24
Shark Simulator 2019;action;million games;1;1;0;12;1000000;0;3.3;2967;100;17;12;12;68
Turn Based Racing;simulation;tbrlabs;1;1;0;0;100000;0;4.3;2813;100;41;9;4;11
Escape Haunted House of Fear Escape the Room Game;puzzle;dva apps;0;1;0;12;1000000;0;3.3;30837;100;15;16;10;67
Line Color 3D;casual;tastypill;1;1;0;0;10000000;0;4.0;51925;100;21;14;9;23
Mr Love: Queen's Choice;role playing;elex;1;0;0;12;500000;0;4.6;23433;100;17;5;3;4
Ganster Tycoon;simulation;modooplay;1;1;0;7;100000;0;3.9;1059;100;10;9;16;22
DC Legends: Battle for Justice;role playing;warner bros. international enterprises;1;0;0;12;10000000;0;4.3;401101;100;19;7;3;12
Skateboard Free;sports;polyester studio;0;1;0;0;10000000;0;3.6;115277;100;15;16;7;45
Colorizer!!;arcade;dual cat;1;1;0;0;500000;0;4.1;1303;100;18;5;2;23
Harry Potter:  Wizards Unite;adventure;niantic, inc.;1;0;0;7;5000000;0;3.9;268773;100;40;21;12;24
Idle Investor;simulation;heatherglade publishing;1;1;0;0;100000;0;4.1;6725;100;9;5;4;23
Solitaire Journey;card;queens solitaire games;1;1;0;0;500000;0;4.6;12562;100;17;8;1;4
Hello Hero: Epic Battle;role playing;fincon;1;1;1;16;500000;0;4.3;15025;100;21;9;3;14
Life Simulator 2;simulation;playdrop;1;1;0;0;100000;0;3.6;1308;100;21;21;12;46
The Walls;casual;bor koek;0;1;0;0;10000;0;3.7;111;100;18;15;18;32
Bunny Pancake Kitty Milkshake - Kawaii Cute Games;arcade;noxfall studios;1;1;0;0;1000000;0;4.4;7769;100;12;6;3;10
TriPeaks Solitaire;card;solitaire fun;1;1;0;0;100000;0;4.8;9696;100;5;1;0;2
Sumo Wrestling 2019: Live Sumotori Fighting Game;role playing;mini sports;1;1;0;12;1000000;0;3.8;6597;100;19;15;10;30
Flying Police Car Simulator;simulation;i6 games;0;1;0;0;1000000;0;3.7;7357;100;11;13;8;41
Sweet Candy Forest;casual;yunbu game studio;1;1;0;0;5000000;0;4.4;54675;100;28;10;2;6
Stack Fall;arcade;voodoo;1;1;0;0;1000000;0;4.3;20913;100;15;8;5;13
Ship Sim 2019;simulation;ovidiu pop;1;1;0;0;1000000;0;3.7;9183;100;24;21;14;35
VeMUlator PRO: Dreamcast VMU emulator;arcade;mjaoune software;0;0;0;0;5000;0;3.4;47;100;18;18;13;63
RummyFight - Free;puzzle;tottalmedia;0;1;1;0;100000;0;3.2;624;100;54;48;45;74
Fight List 2 - Categories Game;trivia;two4tea;1;1;1;0;100000;0;3.2;2514;100;46;29;24;76
Truck Driver City Crush;action;naxeex studio;1;1;0;16;10000000;0;4.0;44758;100;11;7;5;24
Cookie Jelly Match;puzzle;playdox games;1;1;0;0;1000000;0;4.1;3563;100;24;13;5;20
City Build Craft: Exploration of Big City Games;simulation;tiny dragon adventure games: craft, sport & rpg;1;1;0;12;1000000;0;3.9;25457;100;11;7;6;33
Puzzle Blast;puzzle;loop games;0;1;0;0;500000;0;4.7;5043;100;11;5;0;2
Ben 10 Heroes;action;epic story interactive;1;1;0;0;1000000;0;4.0;1082;100;10;9;4;27
Forbidden Valley - Text Adventure;adventure;last spring;1;1;0;16;500000;0;4.7;31225;100;9;3;2;3
Arcane Quest Legends - Offline RPG;role playing;nex game studios;1;1;0;12;500000;0;4.1;10138;100;25;12;5;22
Duels: PvP of magic, might, blood, fire and honor;action;deemedya inc;1;1;0;0;1000000;0;4.1;6636;100;24;14;6;17
Block Puzzle;puzzle;fun games free;0;1;0;0;500000;0;4.4;4709;100;31;10;3;5
EmuBox - Fast Retro Emulator;arcade;emubox jsc;0;1;0;0;500000;0;3.8;1175;100;36;21;9;31
Escape Car;puzzle;mobirix;0;1;1;0;100000;0;4.3;977;100;37;20;6;6
Red Crimes: Hidden Murders;puzzle;ientertainment network inc.;1;1;0;12;100000;0;4.1;404;100;24;15;10;13
Freelancer Simulator Inc : Game Dev Money Clicker;simulation;medu;1;1;0;0;100000;0.99;4.0;884;100;28;15;8;23
Escape The Ghost Town 4;adventure;a-s-g;1;1;0;7;500000;0;4.3;6171;100;22;15;3;10
New Math Puzzles  for Geniuses 2019;puzzle;b2a apps;0;0;0;0;100000;0.89;3.9;1879;100;36;9;8;27
Toilet Crazy Rush - Toilet & Bathroom Time Games;casual;walnuts apps;0;1;0;0;10000;0;2.8;30;80;13;0;6;100
Lost Island+;adventure;ntt solmare corp.;1;1;1;7;500000;0;4.4;1277;100;26;11;3;5
Road to Valor: World War II;strategy;dreamotion inc.;1;1;0;12;500000;0;4.4;27941;100;26;8;4;10
Airplane Pilot Car Transporter;simulation;vital games production;1;1;0;0;10000000;0;4.2;194487;100;11;9;3;18
Social Dev Story;simulation;kairosoft co.,ltd;1;1;0;0;100000;0;4.2;3378;100;41;18;3;11
EQQO VR;adventure;parallel studio;0;0;0;0;500;4.99;4.3;18;100;15;0;7;15
Sky Battleship - Total War of Ships;strategy;fungame3d;1;1;0;7;100000;0;4.2;3002;100;46;8;5;14
Heart of the House;role playing;choice of games llc;1;1;0;12;10000;0;4.6;574;100;20;3;3;2
Field Defense VIP;simulation;chuslab games;0;1;0;7;10000;0.89;3.4;190;100;50;33;12;65
Cookies Inc. - Idle Tycoon;simulation;pixelcube studios inc.;1;1;0;0;1000000;0;4.5;39729;100;11;6;3;7
PIX.pix Numbers Puzzle Game;puzzle;unit7 games;0;1;0;0;50000;0;4.4;949;100;15;8;5;8
Cosmo Run;arcade;no six five;1;1;0;0;100000;0;3.6;4263;100;24;19;15;43
OXO - Tic Tac Toe;board;mochiba;0;1;0;0;10000;0;3.9;37;100;28;14;0;33
Whist Score;card;appart solutions;0;0;0;12;5000;0;4.5;54;100;21;15;2;2
Kiki & Fifi Halloween Salon - Scary Pet Makeover;educational;tutotoons;1;1;0;0;1000000;0;4.4;3503;100;10;4;3;13
Is it Love? Blue Swan Hospital - Choose your story;role playing;1492 studio;1;1;0;12;500000;0;3.7;5269;100;17;15;16;37
Car Tycoon 2018 � Car Mechanic Game;simulation;mizo studio inc;1;1;0;0;500000;0;2.8;1396;86;6;19;16;100
Kiss Marry or Kill Anime Game Challenge Quiz;trivia;panichev;0;1;0;0;100000;0;3.7;3359;100;38;27;11;37
Operation Tokamak;simulation;mark film;0;0;0;0;10000;0;3.8;226;100;32;25;8;33
Warships Universe: Naval Battle;action;gamespire ltd.;1;1;0;12;1000000;0;4.2;7759;100;23;13;6;16
Beneath The Lighthouse;action;nitrome;1;1;0;12;500000;0;4.3;8536;100;23;13;5;11
Galaxy Clicker;role playing;tltgames;1;1;1;7;100000;0;4.1;3212;100;15;8;9;19
Pregnant Talking Cat Emma;casual;digitaleagle;1;1;0;12;5000000;0;4.0;80105;100;11;8;6;25
Child Focus: Missing;adventure;bazookas;0;0;0;7;500;0;3.9;10;60;100;0;40;0
Animals Quiz - Learn All Mammals, Birds and more!;educational;andrey solovyev;0;1;0;0;1000000;0;4.3;863;100;16;11;6;9
Stack Ball - Blast through platforms;arcade;casual azur games;1;1;0;0;100000000;0;4.1;392877;100;19;13;6;16
Shopping Mall Radio Taxi Drive: Taxi Games;simulation;twotwenty games;0;1;0;0;100000;0;2.8;393;81;13;20;16;100
DESERTOPIA;simulation;gamtropy co., ltd.;1;1;0;0;100000;0;4.0;1633;100;27;32;15;12
Plutus Doll;casual;happy jump studio;0;1;0;7;500000;0;3.5;22921;100;5;5;6;53
Endless ATC;simulation;startgrid;0;0;0;0;5000;2.99;4.9;488;100;7;0;0;0
The Devil's Calculator: A Math Puzzle Game;educational;christopher cinq-mars jarvis;1;0;0;0;10000;0;4.6;302;100;12;3;5;5
Family Barn Tango;casual;century game (diandian interactive);1;0;0;0;1000000;0;3.9;83058;100;12;9;5;31
Euro Bus Sim 3D 2019;simulation;forestking studio;0;1;0;0;1000000;0;2.6;3718;67;5;11;12;100
Blade & Wings: 3D Fantasy Anime of Fate & Legends;role playing;poppace;1;0;1;12;1000000;0;4.7;178239;100;7;3;1;4
Pocket Army: Royale Knight Crusher;strategy;topebox;1;1;0;7;1000000;0;4.6;42421;100;10;6;2;6
Doctor Dash : Hospital Game;simulation;happy mobile game;1;1;0;0;1000000;0;4.0;18621;100;17;10;9;22
GT Racing: Skydrive stunt Timeless Race simulator;racing;the game solution;1;1;0;0;1000000;0;3.3;268;100;15;20;15;71
Mahjong Solitaire;casual;free casual arcade games;0;1;0;0;100000;0;3.9;749;100;29;33;9;23
Kawaii Kitchen;arcade;platonic games;1;1;0;0;1000000;0;4.7;118586;100;14;3;1;2
Gravity Rider: Extreme Balance Space Bike Racing;racing;vivid games s.a.;1;1;0;0;5000000;0;4.3;44393;100;11;7;4;12
Factory to Market;simulation;anatodigit studios;1;1;0;0;10000;0;3.2;96;100;20;20;25;75
Swing Man;casual;playense;1;1;1;0;10000;0;3.4;153;100;28;17;14;62
Bike Stunt Race Master 3d Racing - New Free Games;simulation;the knights pvt ltd;1;1;0;0;10000000;0;4.0;49827;100;16;10;6;27
Pixaw Puzzle;puzzle;bigjam;1;1;0;0;100000;0;3.8;403;100;32;21;19;27
Block Puzzle 1;puzzle;paleblue;1;1;0;0;100000;0;4.2;496;100;26;10;5;12
VERSUS: The Lost Ones;role playing;choice of games llc;1;0;0;18;10000;4.29;4.7;1457;100;5;2;3;4
Snooker;simulation;kwong games lab;0;1;0;0;5000000;0;4.3;85485;100;21;13;4;11
Sydney Craft:<U+0001F428> City Explorer & Builder Game 2018;casual;free 3d crafting adventure games for boys & girls;0;1;0;0;100000;0;4.3;540;100;9;11;2;15
Candy Makeup Beauty Game - Sweet Salon Makeover;casual;tabtale;1;1;0;7;10000000;0;4.1;116057;100;13;9;4;24
Girls' Frontline;strategy;sunborn games;1;0;1;12;500000;0;4.1;10398;100;19;8;4;22
Boys Craft - Creative Game;adventure;crafting and building games for girls adventure;0;1;0;12;5000000;0;3.9;18532;100;11;8;5;30
Burger Store 2048;puzzle;<u+b4e4><u+b72c><u+c571><u+b4e4>;1;1;0;0;1000;0.79;3.9;19;100;0;15;0;30
Word Cross Puzzle: Best Free Offline Word Games;word;fantasy word games;1;1;0;12;1000000;0;4.6;35454;100;16;6;1;3
Futuball - Future Soccer Manager Game;sports;trophy games - football manager game makers;1;1;1;0;100000;0;4.5;1427;100;6;4;3;8
Can you escape the 100 room  VIII;adventure;hkappbond;1;1;0;12;500000;0;4.4;41181;100;24;12;4;6
Superhero Games: Fighting Mafia War Rescue Mission;action;ali awan;0;1;0;12;100000;0;3.8;168;100;10;7;4;36
My Little Pony Pocket Ponies;casual;budge studios;1;1;0;0;1000000;0;4.2;676;100;15;7;4;19
Damnfields;arcade;mrcojoentertainment;0;0;0;0;10000;0;4.2;13;100;83;0;33;0
Escape game: 50 rooms 3;puzzle;buscoldapp;1;1;0;0;1000000;0;4.4;49008;100;22;12;3;6
Digger Classic;arcade;runholen;0;0;0;0;100000;0;3.5;1043;100;19;13;19;49
Ball Paint;sports;radpirates;1;1;0;0;1000000;0;3.7;16742;100;32;29;16;37
Pocket Tower: Building Game & Megapolis Kings;simulation;overmobile;1;1;0;0;1000000;0;4.5;6499;100;18;7;2;6
Just Maze;casual;mondayoff;1;1;0;0;5000;0;3.6;9;100;0;20;20;40
Tap Tap Music-Pop Songs;music;tap lab;1;1;0;16;10000000;0;4.5;113104;100;9;5;3;9
Kong Battle Multiplayer;arcade;andosoft;0;1;0;7;1000000;0;4.0;2962;100;16;13;6;23
Tri D Chess;board;awfsoft;1;1;0;0;10000;0;4.7;622;100;23;3;1;2
TetroCrate: Block Puzzle;puzzle;appdeko games;0;1;0;0;1000000;0;4.5;19598;100;35;6;2;5
Malody;music;mugzone;0;0;0;0;100000;0;3.8;2964;100;23;12;12;31
Magic Candy;casual;gamoper;0;1;0;0;10000000;0;4.4;99352;100;23;13;3;8
Nonstop Knight - Offline Idle RPG Clicker;role playing;flaregames;1;1;0;7;5000000;0;4.5;292115;100;16;6;2;7
Age of Civilizations Americas;strategy;lukasz jakowski;0;0;0;0;50000;1.49;4.2;1351;100;40;11;3;16
Train: Railway Builder & Conductor Game;simulation;htmgames;1;1;0;0;50000;0;3.9;661;100;29;22;7;25
SimAgri;simulation;expone sarl;1;0;1;0;10000;0;4.2;272;100;22;2;2;22
Guardian Soul;role playing;mobirix;1;0;1;12;1000000;0;4.4;45447;100;23;7;2;9
Monster Energy Supercross Game;racing;milestone srl;1;1;0;0;1000000;0;4.3;16319;100;14;7;3;12
Nova Empire: Space Commander;strategy;gamebear tech;1;0;1;7;1000000;0;4.3;70076;100;20;7;4;13
Stick Man Game;action;cheshirex;1;1;0;7;10000000;0;3.9;721;100;20;14;8;30
Super Contraption;simulation;inventaplay (elliot mousseau);1;1;0;0;1000000;0;3.9;42186;100;16;11;5;29
Taichi Panda;role playing;snail games usa inc;1;1;1;12;10000000;0;4.1;233266;100;14;9;5;22
FarmVille: Harvest Swap;puzzle;zynga;1;1;0;0;1000000;0;4.6;19128;100;25;7;1;3
2 Cars;adventure;ketchapp;1;1;0;0;1000000;0;4.4;79923;100;19;6;2;9
Superhero Green Arrow Archery Assassin;action;dare to play;0;1;0;0;100000;0;3.1;882;100;8;6;17;84
Toy Defense - TD Strategy;strategy;melsoft games;1;1;0;7;1000000;0;4.5;78832;100;22;6;1;6
The Hero of Kendrickstone;role playing;choice of games llc;0;0;0;18;5000;5.49;4.2;451;100;34;14;4;11
Trivia Survival 100;trivia;buzzpowder inc.;0;1;0;0;1000000;0;4.3;12226;100;15;8;3;15
Park of Monster;puzzle;lt fun inc.;1;1;1;0;1000000;0;4.5;21434;100;27;11;2;3
Evertale;role playing;zigzagame inc.;1;0;1;7;500000;0.50;4.7;80334;100;12;3;1;4
Kryss - The Battle of Words;word;crozzle ivs;1;1;1;0;500000;0;3.9;10703;100;48;28;10;20
Genome Jumper;educational;sib swiss institute of bioinformatics;0;0;0;0;1000;0;4.7;31;100;0;7;0;3
Animals Puzzle for Kids: Preschool;puzzle;bigstar games;1;1;0;0;1000000;0;4.1;1109;100;22;2;6;20
Jewels Classic - Jewel Crush Legend;puzzle;ivy;1;1;0;0;10000000;0;4.5;104058;100;19;9;2;6
World War 2: Offline Strategy;strategy;skizze games;1;1;0;7;1000000;0;4.0;905;100;35;15;9;21
Bike Race Pro by T. F. Games;racing;top free games.;1;1;0;0;100000;1.09;4.4;23426;100;18;5;2;9
Friday - by Friedemann Friese;board;brettspielwelt gmbh;0;0;0;0;10000;3.99;4.6;633;100;19;2;3;2
Blocksbuster!;arcade;voodoo;0;1;0;0;5000000;0;3.4;30433;100;21;19;17;57
House Paint;puzzle;saygames;1;1;0;0;10000000;0;4.3;417929;100;20;11;5;11
Amazing Adventure Run 3D;adventure;paradox games;0;1;0;0;1000000;0;3.1;8847;100;15;19;11;87
Brownies - magic family game;simulation;sugar games;1;1;0;0;500000;0;4.7;29659;100;10;4;1;4
Pony & Unicorn : Find the Difference *Free Game;educational;cool & fun games;0;1;0;0;100000;0;3.8;87;100;9;9;3;36
Townsmen Premium;simulation;handygames;1;1;0;7;100000;0.59;4.4;26591;100;21;7;3;11
INSTEAD: Interactive Fiction;adventure;boris timofeev;0;0;0;0;1000;0;4.1;34;100;23;14;0;23
Clash of Wizards;strategy;play365;1;0;1;12;1000000;0;4.0;1016;100;14;11;8;26
Among Us;action;innersloth llc;1;1;0;16;10000000;0;4.5;419862;100;14;5;1;6
Wars of City Crowd;arcade;the games city;1;1;0;0;100000;0;3.6;394;100;27;9;7;53
Pacific Fleet Lite;simulation;killerfish games;0;0;0;7;1000000;0;4.0;25107;100;22;16;6;22
Horrorfield - Multiplayer Survival Horror Game;action;skytec games, inc.;1;1;0;18;5000000;0;4.4;316985;100;16;7;3;9
Advance Car Parking Game: Car Driver Simulator;simulation;broken diamond;0;1;0;0;10000000;0;4.1;50594;100;14;11;6;20
Railway Station Craft: Magic Tracks Game Training;adventure;survival crafting & exploration adventure games;0;1;0;0;1000000;0;3.8;1151;100;14;16;11;34
Extreme Car Driving Simulator;simulation;parking games;0;1;0;0;100000;0;4.2;280;100;3;14;7;10
Ultimate Car Driving: Classics;racing;topracing games;1;1;0;0;10000000;0;4.1;48735;100;19;13;7;20
Miner;arcade;palata media;1;0;0;0;1000000;0;3.6;15007;100;18;17;12;46
Merge Dogs - Idle Clicker Tycoon;simulation;double fun studio;1;1;0;0;5000;0;4.6;96;100;5;8;2;3
Africa Games for Kids - Animals Puzzles;educational;magisterapp - educational games for kids;1;0;0;0;50000;0;4.1;163;100;21;8;7;18
Most Likely To: Dirty & Evil Drinking Game;card;game night games;1;0;0;16;10000;0;4.5;109;100;25;9;1;5
Is-it Love? Sebastian - Adventure & Romance;casual;1492 studio;1;1;0;12;1000000;0;4.3;2113;100;18;7;4;13
Hit the Light;arcade;playgendary;1;1;0;0;500000;0;3.5;2269;100;16;14;10;53
Tuku Tuku - 5 Second Challenge;board;mateusz drzazga;1;0;0;0;100000;0;4.2;2638;100;23;10;5;17
Dig! for MERGE Cube;adventure;merge;1;0;0;0;100000;0;3.8;459;100;12;24;6;29
Space Justice � Galaxy Shoot 'em up Shooter;arcade;my.com b.v.;1;1;0;7;1000000;0;4.4;48476;100;27;5;2;8
Bingo Abradoodle - Bingo Games Free to Play!;board;abradoodle games - fun bingo games;1;1;0;12;1000000;0;4.7;88318;100;12;3;1;3
My Chess Puzzles;puzzle;globile;0;1;0;0;50000;0;4.3;635;100;31;15;3;7
Traffic Run!;action;geisha tokyo, inc.;1;1;0;0;50000000;0;3.8;158326;100;25;19;13;31
Highschool Dangerous Lies: Teen Story - Love Game;simulation;tokyo art;1;1;0;16;500000;0;3.8;11913;100;19;14;10;35
Solitaire;card;blacklight studio games;1;1;0;0;1000000;0;4.4;14377;100;35;13;2;6
Cube Rush;arcade;ilyon;1;1;0;0;1000000;0;4.4;13295;100;27;10;3;6
Defenders 2: Tower Defense Strategy Game;strategy;nival;1;0;0;7;1000000;0;4.5;42652;100;22;6;2;7
Fearless Jet Ski Racing Stunts;simulation;dolphin games;1;1;0;0;1000000;0;3.8;777;100;34;18;22;28
Game for Cats;casual;little hiccup;1;0;0;7;100000;0;2.9;1418;87;14;18;12;100
Car Simulator M5;simulation;oppana games;1;1;0;18;1000000;0;4.2;9435;100;15;9;6;16
Gangster In High School: American Bully Boy;adventure;the games bucket;0;1;0;12;100000;0;3.1;469;100;13;8;8;90
Epic Seven;role playing;smilegate megaport;1;0;1;12;1000000;0;4.4;175015;100;16;5;2;12
The Elder Scrolls: Blades;role playing;bethesda softworks llc;1;0;1;16;1000000;0;4.1;41929;100;37;13;7;15
The Paths to Greatness;role playing;hosted games;1;1;0;12;5000;0;2.5;119;53;16;20;46;100
Plumber 3;puzzle;app holdings;1;1;0;0;1000000;0;4.4;23026;100;23;11;3;8
Solitaire;card;cool games - puzzle;0;1;0;0;1000000;0;4.6;11586;100;23;5;2;4
Fun Race 3D;racing;good job games;1;1;0;0;100000000;0;4.2;887885;100;20;11;4;14
Super Ninja Spirit;role playing;efun company limited;1;0;0;12;100000;0;4.5;12397;100;16;6;2;8
Quiz for Battle Royale (Unofficial);trivia;mxc games;0;1;0;0;50000;0;3.7;466;100;27;15;9;43
Silo's Airsoft Royale;action;linnama entertainment;1;1;0;7;100000;0;4.4;6639;100;15;6;4;9
myVEGAS Slots - Las Vegas Casino Slot Machines;casino;playstudios;1;1;0;18;10000000;0;4.6;709828;100;17;5;1;3
Cat Condo 2;casual;zepni ltd.;1;1;0;0;1000000;0;4.6;17396;100;13;4;1;6
Call me a Legend;role playing;6waves;1;0;0;16;100000;0;4.3;3482;100;6;5;3;17
Electric Energy Tycoon;simulation;lightning bolt;0;0;0;0;100;3.29;3.8;37;100;9;4;40;13
RC Cars - Driving Simulator;racing;tntgames;1;1;0;0;10000000;0;4.0;5811;100;13;11;4;28
Injustice 2;action;warner bros. international enterprises;1;1;0;16;10000000;0;4.3;656033;100;18;8;4;15
Thor : War of Tapnarok;role playing;appxplore (icandy);1;1;0;0;100000;0;4.4;14331;100;33;13;3;5
Real Cake Maker 3D - Bake, Design & Decorate;simulation;coco play by tabtale;1;1;0;12;10000000;0;4.0;189052;100;14;11;7;23
Infamous Machine;adventure;blyts;1;0;0;0;10000;3.19;4.5;1586;100;21;11;5;3
MLB 9 Innings 19;sports;com2us;1;1;1;0;5000000;0;4.3;113366;100;21;7;3;11
GT Racing 2: The Real Car Exp;racing;gameloft se;1;1;1;0;10000000;0;4.4;1733421;100;15;6;2;10
Dragon Transform Robot;action;racing legends;1;1;0;12;1000000;0;3.8;5381;100;7;9;5;38
Supermarket Grocery Shopping Mall Family Game;simulation;collider game studio;1;1;0;0;1000000;0;3.1;8563;100;16;18;15;84
Gunstar Heroes Classic;action;sega;1;1;0;0;100000;0;4.3;1216;100;20;4;5;15
Color by Number;puzzle;free  puzzle games;1;1;0;0;50000;0;4.4;450;100;23;11;5;7
Sports Betting Game - BETUP;sports;upapp;1;1;1;12;1000000;0;4.1;23628;100;18;7;4;20
Snooker Live Pro & Six-red;sports;gamedesire;1;1;0;12;1000000;0;4.3;43896;100;14;6;2;14
World of Craft : Build;arcade;a2z;0;1;0;0;1000000;0;3.0;10211;100;29;22;20;99
Binary.1001;puzzle;aliaksandr uvarau;0;1;0;0;5000;0;4.5;189;100;30;8;2;3
Girls Haircut, Hair Salon & Hairstyle Games 3D;simulation;giochi studios;1;1;0;0;1000000;0;2.1;5087;36;3;4;11;100
Toddler Games for 2 and 3 Year Olds;educational;idz digital private limited;1;0;0;0;100000;0;4.0;1255;100;22;6;6;26
Smart Puzzles Collection;puzzle;app holdings;1;1;0;0;10000000;0;4.5;190488;100;22;6;2;6
Taxi: Revolution Sim 2019;simulation;strongunion games;1;1;0;0;1000000;0;4.1;37123;100;10;9;4;23
DEAD TRIGGER - Offline Zombie Shooter;action;madfinger games;1;1;0;16;10000000;0;4.6;1418279;100;15;5;1;4
Folding Tiles;puzzle;popcore games;1;1;0;0;500000;0;3.5;1921;100;23;32;19;45
Unblock;puzzle;playzio;1;1;0;0;1000000;0;4.4;40518;100;40;10;2;5
Multi Craft : Mini Block Town;simulation;pgpgg  creative game studio;0;1;0;0;1000000;0;3.7;3847;100;17;13;9;41
Master of Politics;casual;allin games;0;1;0;0;100000;0;4.2;7903;100;28;16;4;12
College Kart;racing;sint-romboutscollege mechelen;0;0;0;0;100;0;4.6;9;100;0;0;0;12
Grand Mountain Adventure;sports;toppluva ab;1;0;0;0;500000;0;4.3;501;100;27;11;5;8
Grow Kingdom;simulation;mobirix;1;1;1;0;500000;0;4.3;8079;100;24;11;6;11
Manga Clash - Warrior Arena;role playing;waggon games;1;0;0;12;1000000;0;4.1;2535;100;10;7;6;22
Real Drift Car Racing;racing;real games srls;1;0;0;0;500000;0.99;4.2;56806;100;17;8;4;15
Love Story Games: Blog of Secrets;simulation;webelinx love story games;1;1;0;12;500000;0;3.7;23735;100;32;26;15;35
GOLAD;strategy;code dream;0;1;0;0;1000;0;2.4;122;41;19;16;14;100
Mahjong Deluxe;puzzle;magma mobile;1;1;0;0;500000;0;4.5;11411;100;45;7;2;3
Drink Simulator - Drink Cocktail &Juice Mixer Joke;simulation;droid-developer;0;1;0;16;10000000;0;4.5;76291;100;7;4;2;8
ABC123 English Alphabet Write;educational;an studio;1;1;0;0;1000000;0;3.6;613;100;16;12;5;49
Mahjong;puzzle;canarydroid;1;1;0;0;1000000;0;4.7;110538;100;10;3;0;2
K�NEX Ride It! � VR;simulation;k'nex brands lp;0;0;0;0;10000;0;3.0;63;100;8;36;20;88
Warhammer: Chaos & Conquest - Build Your Warband;strategy;tilting point;1;1;1;12;500000;0;4.4;18536;100;42;9;3;8
Slice Shapes;puzzle;zin games;1;1;0;0;500000;0;4.6;477;100;6;5;2;6
1943 Deadly Desert - a WW2 Strategy War Game;strategy;handygames;1;1;0;7;1000000;0;4.2;17813;100;21;9;6;13
PPKP;arcade;toshihiro_app;1;1;0;7;500000;0;4.8;26024;100;8;2;0;1
Lemmings Classic;puzzle;cutosoft corp.;0;1;0;0;10000;0;1.6;235;8;5;6;10;100
Stairway;arcade;the mascoteers;1;1;0;0;1000000;0;3.9;6641;100;35;21;8;27
248: Connect Dots, Pops and Numbers;puzzle;bigstar games;1;1;0;0;1000000;0;4.2;3338;100;22;5;6;15
Love Sick: Interactive Stories;simulation;swag masha;1;1;0;16;1000000;0;3.8;20584;100;32;25;13;29
Peg Solitaire;puzzle;sylvain saurel;0;1;1;0;100000;0;4.4;570;100;35;9;1;7
Evolution of Species;arcade;evolution of games;0;1;1;0;1000000;0;3.2;28976;100;40;38;22;81
Ship Mooring 3D;simulation;aleksandr turkin;1;1;0;0;50000;0;4.1;548;100;19;5;8;18
Family's Game Travel Pack;board;soft motion labs;0;0;0;0;1000;2.39;4.5;317;100;29;4;2;5
Real Farm Town Farming Simulator Tractor Game;simulation;skylinkgames;0;1;0;0;100000;0;3.2;680;100;11;17;15;77
The Catapult 2;action;byv;1;1;0;12;10000000;0;4.3;40194;100;23;11;5;12
Ball Racer;racing;kwalee ltd;1;1;0;0;100000;0;4.4;804;100;7;6;2;11
Patience Revisited Solitaire;card;steve & mark;0;0;0;0;100000;0;4.6;1818;100;9;6;0;6
City Gangs: San Andreas;arcade;casual azur games;1;1;0;0;1000000;0;3.9;2079;100;14;11;7;29
InMind VR (Cardboard);educational;nival;0;0;0;0;1000000;0;3.7;5563;100;18;11;8;42
sugar, sugar;puzzle;bart bonte;0;0;0;0;50000;0.99;4.6;1488;100;12;6;6;1
